80040 silly lifecycle ansi-html@0.0.7~preinstall: no script for preinstall, continuing
87465 verbose linkBins istanbul@0.4.5
87466 verbose link bins [ { istanbul: './lib/cli.js' },
87466 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87466 verbose link bins   false ]
87467 verbose linkMans istanbul@0.4.5
87468 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/istanbul is being purged
87469 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/istanbul
87470 silly build html-minifier@3.4.3
87471 info linkStuff html-minifier@3.4.3
87472 silly linkStuff html-minifier@3.4.3 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87473 verbose linkBins html-minifier@3.4.3
87474 verbose link bins [ { 'html-minifier': './cli.js' },
87474 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87474 verbose link bins   false ]
87475 verbose linkMans html-minifier@3.4.3
87476 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/html-minifier is being purged
87477 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/html-minifier
87478 silly build camelcase@3.0.0
87479 info linkStuff camelcase@3.0.0
87480 silly linkStuff camelcase@3.0.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules/yargs-parser/node_modules as its parent node_modules
87481 verbose linkBins camelcase@3.0.0
87482 verbose linkMans camelcase@3.0.0
87483 silly build yargs-parser@4.2.1
87484 info linkStuff yargs-parser@4.2.1
87485 silly linkStuff yargs-parser@4.2.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87486 verbose linkBins yargs-parser@4.2.1
87487 verbose linkMans yargs-parser@4.2.1
87488 silly build yargs@6.6.0
87489 info linkStuff yargs@6.6.0
87490 silly linkStuff yargs@6.6.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules/webpack/node_modules as its parent node_modules
87491 verbose linkBins yargs@6.6.0
87492 verbose linkMans yargs@6.6.0
87493 silly build yauzl@2.4.1
87494 info linkStuff yauzl@2.4.1
87495 silly linkStuff yauzl@2.4.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87496 verbose linkBins yauzl@2.4.1
87497 verbose linkMans yauzl@2.4.1
87498 silly build extract-zip@1.5.0
87499 info linkStuff extract-zip@1.5.0
87500 silly linkStuff extract-zip@1.5.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87501 verbose linkBins extract-zip@1.5.0
87502 verbose link bins [ { 'extract-zip': 'cli.js' },
87502 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87502 verbose link bins   false ]
87503 verbose linkMans extract-zip@1.5.0
87504 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/extract-zip is being purged
87505 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/extract-zip
87506 silly build phantomjs-prebuilt@2.1.14
87507 info linkStuff phantomjs-prebuilt@2.1.14
87508 silly linkStuff phantomjs-prebuilt@2.1.14 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87509 verbose linkBins phantomjs-prebuilt@2.1.14
87510 verbose link bins [ { phantomjs: './bin/phantomjs' },
87510 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87510 verbose link bins   false ]
87511 verbose linkMans phantomjs-prebuilt@2.1.14
87512 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/phantomjs is being purged
87513 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/phantomjs
87514 silly build yeast@0.1.2
87515 info linkStuff yeast@0.1.2
87516 silly linkStuff yeast@0.1.2 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87517 verbose linkBins yeast@0.1.2
87518 verbose linkMans yeast@0.1.2
87519 silly build engine.io-client@1.8.3
87520 info linkStuff engine.io-client@1.8.3
87521 silly linkStuff engine.io-client@1.8.3 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87522 verbose linkBins engine.io-client@1.8.3
87523 verbose linkMans engine.io-client@1.8.3
87524 silly build socket.io-client@1.7.3
87525 info linkStuff socket.io-client@1.7.3
87526 silly linkStuff socket.io-client@1.7.3 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87527 verbose linkBins socket.io-client@1.7.3
87528 verbose linkMans socket.io-client@1.7.3
87529 silly build socket.io@1.7.3
87530 info linkStuff socket.io@1.7.3
87531 silly linkStuff socket.io@1.7.3 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87532 verbose linkBins socket.io@1.7.3
87533 verbose linkMans socket.io@1.7.3
87534 silly build babel-eslint@7.2.2
87535 info linkStuff babel-eslint@7.2.2
87536 silly linkStuff babel-eslint@7.2.2 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87537 verbose linkBins babel-eslint@7.2.2
87538 verbose linkMans babel-eslint@7.2.2
87539 silly build babel-loader@6.4.1
87540 info linkStuff babel-loader@6.4.1
87541 silly linkStuff babel-loader@6.4.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87542 verbose linkBins babel-loader@6.4.1
87543 verbose linkMans babel-loader@6.4.1
87544 silly build babel-plugin-istanbul@3.1.2
87545 info linkStuff babel-plugin-istanbul@3.1.2
87546 silly linkStuff babel-plugin-istanbul@3.1.2 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87547 verbose linkBins babel-plugin-istanbul@3.1.2
87548 verbose linkMans babel-plugin-istanbul@3.1.2
87549 silly build babel-plugin-transform-runtime@6.23.0
87550 info linkStuff babel-plugin-transform-runtime@6.23.0
87551 silly linkStuff babel-plugin-transform-runtime@6.23.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87552 verbose linkBins babel-plugin-transform-runtime@6.23.0
87553 verbose linkMans babel-plugin-transform-runtime@6.23.0
87554 silly build babel-preset-env@1.4.0
87555 info linkStuff babel-preset-env@1.4.0
87556 silly linkStuff babel-preset-env@1.4.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87557 verbose linkBins babel-preset-env@1.4.0
87558 verbose linkMans babel-preset-env@1.4.0
87559 silly build babel-preset-stage-2@6.24.1
87560 info linkStuff babel-preset-stage-2@6.24.1
87561 silly linkStuff babel-preset-stage-2@6.24.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87562 verbose linkBins babel-preset-stage-2@6.24.1
87563 verbose linkMans babel-preset-stage-2@6.24.1
87564 silly build chai@3.5.0
87565 info linkStuff chai@3.5.0
87566 silly linkStuff chai@3.5.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87567 verbose linkBins chai@3.5.0
87568 verbose linkMans chai@3.5.0
87569 silly build chromedriver@2.29.0
87570 info linkStuff chromedriver@2.29.0
87571 silly linkStuff chromedriver@2.29.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87572 verbose linkBins chromedriver@2.29.0
87573 verbose link bins [ { chromedriver: './bin/chromedriver' },
87573 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87573 verbose link bins   false ]
87574 verbose linkMans chromedriver@2.29.0
87575 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/chromedriver is being purged
87576 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/chromedriver
87577 silly build connect-history-api-fallback@1.3.0
87578 info linkStuff connect-history-api-fallback@1.3.0
87579 silly linkStuff connect-history-api-fallback@1.3.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87580 verbose linkBins connect-history-api-fallback@1.3.0
87581 verbose linkMans connect-history-api-fallback@1.3.0
87582 silly build copy-webpack-plugin@4.0.1
87583 info linkStuff copy-webpack-plugin@4.0.1
87584 silly linkStuff copy-webpack-plugin@4.0.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87585 verbose linkBins copy-webpack-plugin@4.0.1
87586 verbose linkMans copy-webpack-plugin@4.0.1
87587 silly build cross-env@3.2.4
87588 info linkStuff cross-env@3.2.4
87589 silly linkStuff cross-env@3.2.4 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87590 verbose linkBins cross-env@3.2.4
87591 verbose link bins [ { 'cross-env': 'dist/bin/cross-env.js' },
87591 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87591 verbose link bins   false ]
87592 verbose linkMans cross-env@3.2.4
87593 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/cross-env is being purged
87594 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/cross-env
87595 silly build css-loader@0.26.4
87596 info linkStuff css-loader@0.26.4
87597 silly linkStuff css-loader@0.26.4 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87598 verbose linkBins css-loader@0.26.4
87599 verbose linkMans css-loader@0.26.4
87600 silly build eslint@3.19.0
87601 info linkStuff eslint@3.19.0
87602 silly linkStuff eslint@3.19.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87603 verbose linkBins eslint@3.19.0
87604 verbose link bins [ { eslint: './bin/eslint.js' },
87604 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87604 verbose link bins   false ]
87605 verbose linkMans eslint@3.19.0
87606 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/eslint is being purged
87607 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/eslint
87608 silly build eslint-config-standard@6.2.1
87609 info linkStuff eslint-config-standard@6.2.1
87610 silly linkStuff eslint-config-standard@6.2.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87611 verbose linkBins eslint-config-standard@6.2.1
87612 verbose linkMans eslint-config-standard@6.2.1
87613 silly build eslint-friendly-formatter@2.0.7
87614 info linkStuff eslint-friendly-formatter@2.0.7
87615 silly linkStuff eslint-friendly-formatter@2.0.7 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87616 verbose linkBins eslint-friendly-formatter@2.0.7
87617 verbose linkMans eslint-friendly-formatter@2.0.7
87618 silly build eslint-loader@1.7.1
87619 info linkStuff eslint-loader@1.7.1
87620 silly linkStuff eslint-loader@1.7.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87621 verbose linkBins eslint-loader@1.7.1
87622 verbose linkMans eslint-loader@1.7.1
87623 silly build eslint-plugin-html@2.0.1
87624 info linkStuff eslint-plugin-html@2.0.1
87625 silly linkStuff eslint-plugin-html@2.0.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87626 verbose linkBins eslint-plugin-html@2.0.1
87627 verbose linkMans eslint-plugin-html@2.0.1
87628 silly build eslint-plugin-promise@3.5.0
87629 info linkStuff eslint-plugin-promise@3.5.0
87630 silly linkStuff eslint-plugin-promise@3.5.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87631 verbose linkBins eslint-plugin-promise@3.5.0
87632 verbose linkMans eslint-plugin-promise@3.5.0
87633 silly build eslint-plugin-standard@2.3.1
87634 info linkStuff eslint-plugin-standard@2.3.1
87635 silly linkStuff eslint-plugin-standard@2.3.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87636 verbose linkBins eslint-plugin-standard@2.3.1
87637 verbose linkMans eslint-plugin-standard@2.3.1
87638 silly build eventsource-polyfill@0.9.6
87639 info linkStuff eventsource-polyfill@0.9.6
87640 silly linkStuff eventsource-polyfill@0.9.6 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87641 verbose linkBins eventsource-polyfill@0.9.6
87642 verbose linkMans eventsource-polyfill@0.9.6
87643 silly build extract-text-webpack-plugin@2.1.0
87644 info linkStuff extract-text-webpack-plugin@2.1.0
87645 silly linkStuff extract-text-webpack-plugin@2.1.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87646 verbose linkBins extract-text-webpack-plugin@2.1.0
87647 verbose linkMans extract-text-webpack-plugin@2.1.0
87648 silly build file-loader@0.10.1
87649 info linkStuff file-loader@0.10.1
87650 silly linkStuff file-loader@0.10.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87651 verbose linkBins file-loader@0.10.1
87652 verbose linkMans file-loader@0.10.1
87653 silly build friendly-errors-webpack-plugin@1.6.1
87654 info linkStuff friendly-errors-webpack-plugin@1.6.1
87655 silly linkStuff friendly-errors-webpack-plugin@1.6.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87656 verbose linkBins friendly-errors-webpack-plugin@1.6.1
87657 verbose linkMans friendly-errors-webpack-plugin@1.6.1
87658 silly build html-webpack-plugin@2.28.0
87659 info linkStuff html-webpack-plugin@2.28.0
87660 silly linkStuff html-webpack-plugin@2.28.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87661 verbose linkBins html-webpack-plugin@2.28.0
87662 verbose linkMans html-webpack-plugin@2.28.0
87663 silly build html-withimg-loader@0.1.16
87664 info linkStuff html-withimg-loader@0.1.16
87665 silly linkStuff html-withimg-loader@0.1.16 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87666 verbose linkBins html-withimg-loader@0.1.16
87667 verbose linkMans html-withimg-loader@0.1.16
87668 silly build http-proxy-middleware@0.17.4
87669 info linkStuff http-proxy-middleware@0.17.4
87670 silly linkStuff http-proxy-middleware@0.17.4 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87671 verbose linkBins http-proxy-middleware@0.17.4
87672 verbose linkMans http-proxy-middleware@0.17.4
87673 silly build inject-loader@2.0.1
87674 info linkStuff inject-loader@2.0.1
87675 silly linkStuff inject-loader@2.0.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87676 verbose linkBins inject-loader@2.0.1
87677 verbose linkMans inject-loader@2.0.1
87678 silly build karma@1.6.0
87679 info linkStuff karma@1.6.0
87680 silly linkStuff karma@1.6.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87681 verbose linkBins karma@1.6.0
87682 verbose link bins [ { karma: './bin/karma' },
87682 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87682 verbose link bins   false ]
87683 verbose linkMans karma@1.6.0
87684 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/karma is being purged
87685 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/karma
87686 silly build karma-coverage@1.1.1
87687 info linkStuff karma-coverage@1.1.1
87688 silly linkStuff karma-coverage@1.1.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87689 verbose linkBins karma-coverage@1.1.1
87690 verbose linkMans karma-coverage@1.1.1
87691 silly build karma-mocha@1.3.0
87692 info linkStuff karma-mocha@1.3.0
87693 silly linkStuff karma-mocha@1.3.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87694 verbose linkBins karma-mocha@1.3.0
87695 verbose linkMans karma-mocha@1.3.0
87696 silly build karma-phantomjs-launcher@1.0.4
87697 info linkStuff karma-phantomjs-launcher@1.0.4
87698 silly linkStuff karma-phantomjs-launcher@1.0.4 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87699 verbose linkBins karma-phantomjs-launcher@1.0.4
87700 verbose linkMans karma-phantomjs-launcher@1.0.4
87701 silly build karma-phantomjs-shim@1.4.0
87702 info linkStuff karma-phantomjs-shim@1.4.0
87703 silly linkStuff karma-phantomjs-shim@1.4.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87704 verbose linkBins karma-phantomjs-shim@1.4.0
87705 verbose linkMans karma-phantomjs-shim@1.4.0
87706 silly build karma-sinon-chai@1.3.1
87707 info linkStuff karma-sinon-chai@1.3.1
87708 silly linkStuff karma-sinon-chai@1.3.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87709 verbose linkBins karma-sinon-chai@1.3.1
87710 verbose linkMans karma-sinon-chai@1.3.1
87711 silly build karma-sourcemap-loader@0.3.7
87712 info linkStuff karma-sourcemap-loader@0.3.7
87713 silly linkStuff karma-sourcemap-loader@0.3.7 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87714 verbose linkBins karma-sourcemap-loader@0.3.7
87715 verbose linkMans karma-sourcemap-loader@0.3.7
87716 silly build karma-spec-reporter@0.0.26
87717 info linkStuff karma-spec-reporter@0.0.26
87718 silly linkStuff karma-spec-reporter@0.0.26 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87719 verbose linkBins karma-spec-reporter@0.0.26
87720 verbose linkMans karma-spec-reporter@0.0.26
87721 silly build karma-webpack@2.0.3
87722 info linkStuff karma-webpack@2.0.3
87723 silly linkStuff karma-webpack@2.0.3 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87724 verbose linkBins karma-webpack@2.0.3
87725 verbose linkMans karma-webpack@2.0.3
87726 silly build mocha@3.2.0
87727 info linkStuff mocha@3.2.0
87728 silly linkStuff mocha@3.2.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87729 verbose linkBins mocha@3.2.0
87730 verbose link bins [ { mocha: './bin/mocha', _mocha: './bin/_mocha' },
87730 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87730 verbose link bins   false ]
87731 verbose linkMans mocha@3.2.0
87732 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/mocha is being purged
87733 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/mocha
87734 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/_mocha is being purged
87735 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/_mocha
87736 silly build nightwatch@0.9.14
87737 info linkStuff nightwatch@0.9.14
87738 silly linkStuff nightwatch@0.9.14 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87739 verbose linkBins nightwatch@0.9.14
87740 verbose link bins [ { nightwatch: './bin/nightwatch' },
87740 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87740 verbose link bins   false ]
87741 verbose linkMans nightwatch@0.9.14
87742 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/nightwatch is being purged
87743 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/nightwatch
87744 silly build opn@4.0.2
87745 info linkStuff opn@4.0.2
87746 silly linkStuff opn@4.0.2 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87747 verbose linkBins opn@4.0.2
87748 verbose linkMans opn@4.0.2
87749 silly build optimize-css-assets-webpack-plugin@1.3.1
87750 info linkStuff optimize-css-assets-webpack-plugin@1.3.1
87751 silly linkStuff optimize-css-assets-webpack-plugin@1.3.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87752 verbose linkBins optimize-css-assets-webpack-plugin@1.3.1
87753 verbose linkMans optimize-css-assets-webpack-plugin@1.3.1
87754 silly build ora@1.2.0
87755 info linkStuff ora@1.2.0
87756 silly linkStuff ora@1.2.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87757 verbose linkBins ora@1.2.0
87758 verbose linkMans ora@1.2.0
87759 silly build selenium-server@3.3.1
87760 info linkStuff selenium-server@3.3.1
87761 silly linkStuff selenium-server@3.3.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87762 verbose linkBins selenium-server@3.3.1
87763 verbose link bins [ { selenium: './bin/selenium' },
87763 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87763 verbose link bins   false ]
87764 verbose linkMans selenium-server@3.3.1
87765 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/selenium is being purged
87766 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/selenium
87767 silly build sinon@1.17.7
87768 info linkStuff sinon@1.17.7
87769 silly linkStuff sinon@1.17.7 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87770 verbose linkBins sinon@1.17.7
87771 verbose linkMans sinon@1.17.7
87772 silly build sinon-chai@2.9.0
87773 info linkStuff sinon-chai@2.9.0
87774 silly linkStuff sinon-chai@2.9.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87775 verbose linkBins sinon-chai@2.9.0
87776 verbose linkMans sinon-chai@2.9.0
87777 silly build url-loader@0.5.8
87778 info linkStuff url-loader@0.5.8
87779 silly linkStuff url-loader@0.5.8 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87780 verbose linkBins url-loader@0.5.8
87781 verbose linkMans url-loader@0.5.8
87782 silly build vue@2.2.6
87783 info linkStuff vue@2.2.6
87784 silly linkStuff vue@2.2.6 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87785 verbose linkBins vue@2.2.6
87786 verbose linkMans vue@2.2.6
87787 silly build vue-loader@8.7.0
87788 info linkStuff vue-loader@8.7.0
87789 silly linkStuff vue-loader@8.7.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87790 verbose linkBins vue-loader@8.7.0
87791 verbose linkMans vue-loader@8.7.0
87792 silly build vue-router@2.4.0
87793 info linkStuff vue-router@2.4.0
87794 silly linkStuff vue-router@2.4.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87795 verbose linkBins vue-router@2.4.0
87796 verbose linkMans vue-router@2.4.0
87797 silly build vue-style-loader@2.0.5
87798 info linkStuff vue-style-loader@2.0.5
87799 silly linkStuff vue-style-loader@2.0.5 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87800 verbose linkBins vue-style-loader@2.0.5
87801 verbose linkMans vue-style-loader@2.0.5
87802 silly build vue-template-compiler@2.2.6
87803 info linkStuff vue-template-compiler@2.2.6
87804 silly linkStuff vue-template-compiler@2.2.6 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87805 verbose linkBins vue-template-compiler@2.2.6
87806 verbose linkMans vue-template-compiler@2.2.6
87807 silly build webpack@2.4.1
87808 info linkStuff webpack@2.4.1
87809 silly linkStuff webpack@2.4.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87810 verbose linkBins webpack@2.4.1
87811 verbose link bins [ { webpack: './bin/webpack.js' },
87811 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87811 verbose link bins   false ]
87812 verbose linkMans webpack@2.4.1
87813 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/webpack is being purged
87814 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/webpack
87815 silly build webpack-bundle-analyzer@2.4.0
87816 info linkStuff webpack-bundle-analyzer@2.4.0
87817 silly linkStuff webpack-bundle-analyzer@2.4.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87818 verbose linkBins webpack-bundle-analyzer@2.4.0
87819 verbose link bins [ { 'webpack-bundle-analyzer': 'lib/bin/analyzer.js' },
87819 verbose link bins   '/Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin',
87819 verbose link bins   false ]
87820 verbose linkMans webpack-bundle-analyzer@2.4.0
87821 silly gentlyRm /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/webpack-bundle-analyzer is being purged
87822 verbose gentlyRm don't care about contents; nuking /Users/edianzu/Desktop/blog/app/yafish/node_modules/.bin/webpack-bundle-analyzer
87823 silly build webpack-hot-middleware@2.18.0
87824 info linkStuff webpack-hot-middleware@2.18.0
87825 silly linkStuff webpack-hot-middleware@2.18.0 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87826 verbose linkBins webpack-hot-middleware@2.18.0
87827 verbose linkMans webpack-hot-middleware@2.18.0
87828 silly build webpack-merge@2.6.1
87829 info linkStuff webpack-merge@2.6.1
87830 silly linkStuff webpack-merge@2.6.1 has /Users/edianzu/Desktop/blog/app/yafish/node_modules as its parent node_modules
87831 verbose linkBins webpack-merge@2.6.1
87832 verbose linkMans webpack-merge@2.6.1
87833 silly doSerial global-link 0
87834 silly doParallel update-linked 0
87835 silly doSerial install 1080
87836 silly install abbrev@1.0.9 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/abbrev-92dd6478
87837 info lifecycle abbrev@1.0.9~install: abbrev@1.0.9
87838 silly lifecycle abbrev@1.0.9~install: no script for install, continuing
87839 silly install acorn@5.0.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/acorn-748497c4
87840 info lifecycle acorn@5.0.3~install: acorn@5.0.3
87841 silly lifecycle acorn@5.0.3~install: no script for install, continuing
87842 silly install acorn@4.0.11 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/acorn-ef802572
87843 info lifecycle acorn@4.0.11~install: acorn@4.0.11
87844 silly lifecycle acorn@4.0.11~install: no script for install, continuing
87845 silly install acorn-dynamic-import@2.0.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/acorn-dynamic-import-4369a861
87846 info lifecycle acorn-dynamic-import@2.0.2~install: acorn-dynamic-import@2.0.2
87847 silly lifecycle acorn-dynamic-import@2.0.2~install: no script for install, continuing
87848 silly install acorn@3.3.0 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/acorn-e88408c8
87849 info lifecycle acorn@3.3.0~install: acorn@3.3.0
87850 silly lifecycle acorn@3.3.0~install: no script for install, continuing
87851 silly install acorn-jsx@3.0.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/acorn-jsx-46330064
87852 info lifecycle acorn-jsx@3.0.1~install: acorn-jsx@3.0.1
87853 silly lifecycle acorn-jsx@3.0.1~install: no script for install, continuing
87854 silly install adm-zip@0.4.7 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/adm-zip-1505c91e
87855 info lifecycle adm-zip@0.4.7~install: adm-zip@0.4.7
87856 silly lifecycle adm-zip@0.4.7~install: no script for install, continuing
87857 silly install after@0.8.2 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/after-7cf4ccd8
87858 info lifecycle after@0.8.2~install: after@0.8.2
87859 silly lifecycle after@0.8.2~install: no script for install, continuing
87860 silly install semver@5.0.3 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/semver-5b4b9d93
87861 info lifecycle semver@5.0.3~install: semver@5.0.3
87862 silly lifecycle semver@5.0.3~install: no script for install, continuing
87863 silly install ajv-keywords@1.5.1 /Users/edianzu/Desktop/blog/app/yafish/node_modules/.staging/ajv-keywords-db09b5fc
87864 info lifecycle ajv-keywords@1.5.1~install: ajv-keywords@1.5.1
87865 silly lifecycle ajv-keywords@1.5.1~install: no script for install, continuing
